,0,1
1799,missed,295
1800,leafs,295
1801,carried,294
1802,movement,294
1803,doctrine,294
1804,uupcb,294
1805,carl,294
1806,broken,293
1807,minnesota,293
1808,replace,293
1809,mistake,292
1810,association,292
1811,cheaper,292
1812,usual,292
1813,suggested,292
1814,normally,292
1815,cache,292
1816,plain,291
1817,moved,291
1818,capable,291
1819,huge,291
1820,fault,291
1821,staff,291
1822,interpretation,291
1823,osrhe,291
1824,calpoly,291
1825,authorities,290
1826,link,290
1827,nick,290
1828,regard,290
1829,arbor,290
1830,encrypted,290
1831,correctly,289
1832,quoted,289
1833,slightly,289
1834,missouri,289
1835,hasn,288
1836,direction,288
1837,survivors,288
1838,statistics,288
1839,relationship,288
1840,noose,288
1841,maynard,288
1842,religions,288
1843,expansion,287
1844,southern,287
1845,weren,287
1846,honda,287
1847,quadra,287
1848,documents,286
1849,violence,286
1850,session,286
1851,assault,286
1852,edge,286
1853,liberty,286
1854,terminal,286
1855,montana,286
1856,button,286
1857,connect,286
1858,refer,285
1859,damn,285
1860,develop,285
1861,anthony,285
1862,saved,285
1863,minute,285
1864,patrick,285
1865,factor,285
1866,parallel,285
1867,strange,285
1868,pointed,284
1869,replaced,284
1870,vnews,284
1871,winning,284
1872,penalty,284
1873,shelley,284
1874,eitech,284
1875,dark,283
1876,curious,283
1877,conditions,283
1878,starts,283
1879,warwick,283
1880,lunar,283
1881,rwing,283
1882,uicvm,283
1883,letters,282
1884,governments,282
1885,associated,282
1886,yugoslavia,281
1887,meeting,281
1888,organizations,281
1889,tells,281
1890,relevant,281
1891,packages,281
1892,imho,281
1893,houston,281
1894,homosexuals,281
1895,content,280
1896,tradition,280
1897,kelvin,280
1898,virtual,280
1899,scale,279
1900,lance,279
1901,showing,279
1902,feeling,279
1903,packard,279
1904,drawing,278
1905,success,278
1906,adams,278
1907,uchinews,278
1908,dollars,278
1909,compuserve,278
1910,fuel,278
1911,villages,277
1912,readers,277
1913,irvine,277
1914,remain,277
1915,brand,277
1916,wave,277
1917,rtsg,277
1918,temperature,277
1919,mksol,277
1920,legitimate,276
1921,felt,276
1922,hardly,276
1923,palestinian,276
1924,students,276
1925,track,276
1926,measure,276
1927,excuse,276
1928,wustl,276
1929,deaths,275
1930,frequently,275
1931,lies,275
1932,lock,275
1933,lists,275
1934,feature,275
1935,ancient,274
1936,location,274
1937,canadian,274
1938,ignore,274
1939,london,273
1940,nations,273
1941,before,273
1942,threat,273
1943,hurt,273
1944,extremely,273
1945,canon,273
1946,hydra,272
1947,sales,272
1948,fixed,272
1949,morgan,272
1950,clark,272
1951,presented,271
1952,stories,271
1953,sides,271
1954,ottawa,271
1955,every,271
1956,cheers,271
1957,louisville,271
1958,raised,271
1959,reaction,271
1960,mailer,271
1961,cops,271
1962,abuse,270
1963,chemistry,270
1964,select,270
1965,organpipe,270
1966,surely,269
1967,conflict,269
1968,recommend,269
1969,structure,269
1970,responses,269
1971,jonathan,269
1972,geraldo,269
1973,jupiter,269
1974,urartu,268
1975,deep,268
1976,funny,268
1977,hour,268
1978,processor,268
1979,bytes,268
1980,council,267
1981,prior,267
1982,occupied,267
1983,about,267
1984,iran,267
1985,philosophy,267
1986,guilty,267
1987,holes,267
1988,gods,267
1989,wiretap,267
1990,playoffs,267
1991,leader,266
1992,judgement,266
1993,translation,266
1994,punishment,266
1995,initial,266
1996,northern,266
1997,rain,266
1998,none,266
1999,smaller,266
2000,tear,266
2001,shooting,265
2002,forced,265
2003,persons,265
2004,finding,265
2005,academic,265
2006,differences,265
2007,england,265
2008,marriage,265
2009,shareware,265
2010,playoff,265
2011,mcrcim,264
2012,greece,264
2013,percentage,264
2014,weak,264
2015,noted,264
2016,gain,264
2017,twice,264
2018,zero,264
2019,mars,264
2020,leading,263
2021,zone,263
2022,named,263
2023,benefit,263
2024,hewlett,263
2025,opportunity,263
2026,enter,262
2027,hearing,262
2028,tests,262
2029,expo,262
2030,walker,262
2031,engineer,261
2032,sweden,261
2033,opposed,261
2034,core,261
2035,demand,261
2036,powerful,261
2037,channel,261
2038,attorney,261
2039,rear,261
2040,foundation,261
2041,discovered,261
2042,amdahl,261
2043,diamond,261
2044,sets,260
2045,stopped,260
2046,sports,260
2047,edward,260
2048,officials,260
2049,nothing,260
2050,distance,260
2051,civilians,259
2052,plans,259
2053,each,259
2054,listed,259
2055,scheme,259
2056,motorcycle,259
2057,dean,259
2058,explanation,258
2059,village,258
2060,capital,258
2061,ucla,258
2062,super,258
2063,labs,258
2064,draft,258
2065,phoenix,258
2066,reduce,258
2067,viking,258
2068,openwindows,258
2069,turns,257
2070,consistent,257
2071,shoot,257
2072,orion,257
2073,seconds,257
2074,doctors,257
2075,stars,257
2076,hawaii,257
2077,acceptable,256
2078,palestinians,256
2079,walk,256
2080,never,256
2081,crash,256
2082,paying,256
2083,pull,256
2084,login,256
2085,turbo,256
2086,join,255
2087,surprised,255
2088,worship,255
2089,situations,255
2090,finland,255
2091,configuration,255
2092,happening,254
2093,established,254
2094,arts,254
2095,announcement,254
2096,odin,254
2097,barry,254
2098,covered,253
2099,essentially,253
2100,primary,253
2101,items,253
2102,assumption,252
2103,centre,252
2104,caps,252
2105,lewis,252
2106,japan,252
2107,discussed,252
2108,packet,252
2109,backup,252
2110,technologies,252
2111,reliable,251
2112,sending,251
2113,followers,251
2114,perfectly,251
2115,cronkite,251
2116,string,251
2117,dsinc,251
2118,contrib,251
2119,journal,250
2120,observations,250
2121,afford,250
2122,loaded,250
2123,database,250
2124,eisa,250
2125,hsdndev,250
2126,ethernet,250
2127,claiming,249
2128,nazis,249
2129,hitting,249
2130,baker,249
2131,holding,249
2132,amateur,249
2133,wilson,249
2134,utilities,249
2135,diet,249
2136,concerning,248
2137,standing,248
2138,anymore,248
2139,tanks,247
2140,pens,247
2141,ensure,247
2142,raise,247
2143,registration,247
2144,anderson,247
2145,pyramid,247
2146,cbnewsj,247
2147,santa,247
2148,wisdom,246
2149,christopher,246
2150,stream,246
2151,decent,246
2152,aaron,246
2153,ultb,246
2154,stanley,246
2155,msstate,246
2156,centris,246
2157,royalroads,246
2158,sunic,245
2159,reasoning,245
2160,fail,245
2161,manner,245
2162,headlines,245
2163,sleep,245
2164,utility,245
2165,uvic,245
2166,tiff,245
2167,xview,245
2168,budget,244
2169,caught,244
2170,chemical,244
2171,philadelphia,244
2172,sony,244
2173,cool,243
2174,lake,243
2175,kinds,243
2176,protected,243
2177,japanese,243
2178,centerline,243
2179,menu,243
2180,kyle,243
2181,learned,242
2182,clients,242
2183,providing,242
2184,addresses,242
2185,sitting,242
2186,carrying,242
2187,regardless,242
2188,annual,242
2189,boxes,242
2190,jhunix,242
2191,blues,242
2192,occur,241
2193,burning,241
2194,blaze,241
2195,uvaarpa,241
2196,colour,241
2197,pagan,241
2198,originally,241
2199,director,241
2200,forever,241
2201,ulysses,241
2202,score,241
2203,heads,240
2204,offered,240
2205,thor,240
2206,discussions,240
2207,printing,240
2208,placed,240
2209,still,240
2210,vision,240
2211,winnipeg,240
2212,ucdavis,239
2213,kings,239
2214,barr,239
2215,requirements,239
2216,checked,239
2217,shift,239
2218,cactus,239
2219,feds,239
2220,floor,238
2221,france,238
2222,relatively,238
2223,conversion,238
2224,ualberta,238
2225,secretary,237
2226,visible,237
2227,produced,237
2228,hudson,237
2229,satan,237
2230,jerusalem,236
2231,modified,236
2232,region,236
2233,replies,236
2234,aside,236
2235,baltimore,236
2236,transmission,236
2237,malgudi,236
2238,concern,236
2239,probe,236
2240,ports,236
2241,logical,235
2242,galaxy,235
2243,enjoy,235
2244,fired,235
2245,strongly,235
2246,advocacy,235
2247,plug,235
2248,constellation,235
2249,widgets,235
2250,origin,234
2251,organized,234
2252,announced,234
2253,republic,234
2254,simon,234
2255,cities,234
2256,thinks,234
2257,unknown,234
2258,fields,234
2259,take,234
2260,sufficient,234
2261,depending,234
2262,edition,234
2263,animals,234
2264,contrary,234
2265,wood,234
2266,ists,234
2267,bruins,234
2268,quotes,233
2269,spring,233
2270,tested,233
2271,pray,233
2272,wesleyan,233
2273,msus,233
2274,bikes,233
2275,carson,233
2276,extermination,232
2277,credit,232
2278,burned,232
2279,talks,232
2280,senate,232
2281,distributed,232
2282,detector,232
2283,jets,232
2284,failure,231
2285,driven,231
2286,overall,231
2287,instruments,231
2288,usage,231
2289,violent,231
2290,exodus,231
2291,gerald,231
2292,vnet,231
2293,name,231
2294,pasadena,231
2295,latech,231
2296,push,230
2297,matters,230
2298,russell,230
2299,lawrence,230
2300,gamma,230
2301,attempts,229
2302,lights,229
2303,comparison,229
2304,experiences,229
2305,kingdom,229
2306,solutions,229
2307,maryland,229
2308,apart,229
2309,ticket,229
2310,devils,229
2311,jehovah,229
2312,ordered,228
2313,extended,228
2314,production,228
2315,split,228
2316,quack,228
2317,edmonton,228
2318,sternlight,228
2319,newsflash,227
2320,paragraph,227
2321,palestine,227
2322,victims,227
2323,such,227
2324,hill,227
2325,decisions,227
2326,focus,227
2327,sgigate,227
2328,ebay,227
2329,echo,227
2330,honest,226
2331,equivalent,226
2332,passes,226
2333,israelis,226
2334,schools,226
2335,dealing,226
2336,agreement,226
2337,degrees,226
2338,match,226
2339,cellar,226
2340,calgary,226
2341,uoregon,226
2342,luke,226
2343,titan,226
2344,familiar,225
2345,hitler,225
2346,clarinet,225
2347,someone,225
2348,investigation,225
2349,thousand,225
2350,shape,225
2351,motion,225
2352,installation,225
2353,removed,225
2354,boot,225
2355,patient,225
2356,commands,225
2357,scientists,225
2358,swap,225
2359,ucalgary,225
2360,suicide,224
2361,careful,224
2362,bother,224
2363,reno,224
2364,candida,224
2365,containing,223
2366,maintain,223
2367,career,223
2368,lerc,223
2369,gravity,223
2370,adapter,223
2371,byte,223
2372,crimes,222
2373,during,222
2374,besides,222
2375,border,222
2376,without,222
2377,ultra,222
2378,challenge,222
2379,dare,222
2380,wind,222
2381,stat,222
2382,dennis,222
2383,vela,222
2384,dartvax,222
2385,desktop,222
2386,african,221
2387,lets,221
2388,proven,221
2389,murray,221
2390,contain,221
2391,libraries,221
2392,testament,221
2393,cooking,221
2394,stage,220
2395,destroyed,220
2396,shit,220
2397,french,220
2398,circumstances,220
2399,figures,220
2400,spread,220
2401,units,220
2402,hamburg,220
2403,facility,220
2404,agent,220
2405,assertion,220
2406,oasys,220
2407,jerry,220
2408,testing,220
2409,xlib,220
2410,rape,219
2411,predictions,219
2412,wheel,219
2413,servers,219
2414,chuck,219
2415,storage,219
2416,pitching,219
2417,pitcher,219
2418,suffering,218
2419,davidian,218
2420,planning,218
2421,prepared,218
2422,funds,218
2423,prime,218
2424,newshub,218
2425,salt,218
2426,accident,218
2427,propulsion,218
2428,terrorism,217
2429,variety,217
2430,toolkit,217
2431,thunder,216
2432,repeat,216
2433,serbs,216
2434,seems,216
2435,impact,216
2436,progress,216
2437,literature,216
2438,increased,216
2439,lockheed,216
2440,philips,216
2441,mormon,216
2442,holland,216
2443,resistance,215
2444,wise,215
2445,arromdee,215
2446,part,215
2447,remains,215
2448,burn,215
2449,neutral,215
2450,carefully,215
2451,highest,215
2452,karl,215
2453,slip,215
2454,spending,215
2455,phones,215
2456,modes,215
2457,sharks,215
2458,shut,214
2459,mouth,214
2460,target,214
2461,charlie,214
2462,shared,214
2463,paint,214
2464,birth,214
2465,fundamental,214
2466,rational,214
2467,kenneth,214
2468,suggestion,214
2469,accuracy,214
2470,panel,214
2471,jones,214
2472,mercury,214
2473,portable,214
2474,unlike,213
2475,ottoman,213
2476,silly,213
2477,experiment,213
2478,item,213
2479,irrelevant,213
2480,flyers,213
2481,dresden,213
2482,vitamin,213
2483,eastern,212
2484,forms,212
2485,knock,212
2486,experts,212
2487,justify,212
2488,dictionary,212
2489,july,212
2490,baby,212
2491,biggest,212
2492,continued,212
2493,buffer,212
2494,stolen,212
2495,tommy,212
2496,voltage,212
2497,frequency,212
2498,verse,212
2499,gtoal,212
2500,presence,211
2501,ignorance,211
2502,signed,211
2503,hundreds,211
2504,appeared,211
2505,previously,211
2506,officer,211
2507,phill,211
2508,wisconsin,211
2509,back,211
2510,quantum,211
2511,survey,211
2512,motor,211
2513,networks,211
2514,allowing,210
2515,reader,210
2516,microsystems,210
2517,netcomsv,210
2518,orst,209
2519,closer,209
2520,supposedly,209
2521,citizen,209
2522,explained,209
2523,learning,209
2524,instructions,209
2525,eagle,209
2526,settings,209
2527,graham,209
2528,gallant,209
2529,subjective,209
2530,connector,209
2531,imaging,209
2532,slave,208
2533,gaza,208
2534,mechanism,208
2535,flat,208
2536,burns,208
2537,taylor,208
2538,elements,207
2539,relative,207
2540,unable,207
2541,defensive,207
2542,leaving,207
2543,agreed,207
2544,orthodox,207
2545,mojo,207
2546,efforts,207
2547,professional,207
2548,stone,207
2549,maximum,207
2550,gates,207
2551,funding,207
2552,lonestar,207
2553,yeast,207
2554,believes,206
2555,millions,206
2556,carter,206
2557,positions,206
2558,ethnic,206
2559,wild,206
2560,friday,206
2561,occurs,206
2562,implementation,206
2563,coach,206
2564,vesa,206
2565,clem,206
2566,lebanon,205
2567,applies,205
2568,incident,205
2569,automatically,205
2570,cunews,205
2571,chain,205
2572,williams,205
2573,stereo,205
2574,sdsu,205
2575,qualcomm,205
2576,apartment,204
2577,generate,204
2578,collection,204
2579,pope,204
2580,massachusetts,204
2581,chosen,204
2582,newsgate,204
2583,plenty,204
2584,puck,204
2585,hitter,204
2586,govt,203
2587,wars,203
2588,understood,203
2589,returned,203
2590,everyone,203
2591,museum,203
2592,controlled,203
2593,foot,203
2594,taught,203
2595,obtained,203
2596,materials,203
2597,chapter,203
2598,bnrgate,203
2599,displays,203
2600,engines,203
2601,menudo,203
2602,compaq,203
2603,alexia,203
2604,massacre,202
2605,sentence,202
2606,purchased,202
2607,granted,202
2608,convince,202
2609,asuvax,202
2610,empire,202
2611,istanbul,202
2612,favor,202
2613,much,202
2614,importance,202
2615,perform,202
2616,entries,202
2617,gene,202
2618,patch,202
2619,successful,201
2620,referring,201
2621,sometimes,201
2622,december,201
2623,helped,201
2624,lying,201
2625,unlikely,201
2626,ring,201
2627,handling,201
2628,char,201
2629,superior,201
2630,band,201
2631,wins,201
2632,mimsy,201
2633,beta,201
2634,ozonehole,201
2635,todd,200
2636,assumed,200
2637,procedure,200
2638,relations,200
2639,techniques,200
2640,greeks,200
2641,touch,200
2642,morals,200
2643,seat,200
2644,cycle,200
2645,plastic,200
2646,index,200
2647,checking,199
2648,stands,199
2649,aspects,199
2650,primarily,199
2651,interests,199
2652,fifth,199
2653,stuck,199
2654,surprise,199
2655,helmet,199
2656,gumby,199
2657,revelation,199
2658,pakistan,198
2659,wetware,198
2660,picked,198
2661,liberal,198
2662,perspective,198
2663,principle,198
2664,battle,198
2665,believing,198
2666,penguins,198
2667,discrimination,198
2668,helpful,198
2669,hopefully,198
2670,lady,198
2671,enet,198
2672,extension,198
2673,divine,197
2674,oregon,197
2675,fourth,197
2676,blind,197
2677,chief,197
2678,confused,197
2679,imply,197
2680,camera,197
2681,shop,197
2682,immoral,197
2683,ingres,197
2684,allan,197
2685,signature,196
2686,neighbors,196
2687,february,196
2688,served,196
2689,managed,196
2690,tonight,196
2691,plane,196
2692,talked,196
2693,kuwait,196
2694,tough,196
2695,august,196
2696,represents,196
2697,teach,196
2698,records,196
2699,pitch,196
2700,requests,196
2701,acid,196
2702,shaft,196
2703,routines,196
2704,duty,195
2705,fellow,195
2706,exchange,195
2707,glad,195
2708,factors,195
2709,uiowa,195
2710,convinced,195
2711,capability,195
2712,pacbell,195
2713,bigger,195
2714,stsci,195
2715,converter,195
2716,svga,195
2717,alleg,195
2718,messiah,195
2719,veal,195
2720,scored,195
2721,harry,194
2722,reached,194
2723,roman,194
2724,hpscit,194
2725,indicate,194
2726,universal,194
2727,improve,194
2728,sean,194
2729,cubs,194
2730,viewer,194
2731,protocol,194
2732,referred,193
2733,athens,193
2734,movie,193
2735,notion,193
2736,photo,193
2737,lucky,193
2738,metal,193
2739,reed,193
2740,harm,193
2741,infection,193
2742,ends,193
2743,jersey,193
2744,global,193
2745,brett,193
2746,catch,192
2747,propaganda,192
2748,neighbor,192
2749,reduced,192
2750,visit,192
2751,raid,192
2752,determined,192
2753,nelson,192
2754,equally,192
2755,replacement,192
2756,archives,192
2757,observed,192
2758,mirror,192
2759,workstation,192
2760,husc,192
2761,janet,192
2762,slot,192
2763,bontchev,192
2764,terrorist,191
2765,treated,191
2766,effectively,191
2767,deny,191
2768,policies,191
2769,cash,191
2770,eskimo,191
2771,sequence,191
2772,cursor,191
2773,francis,191
2774,gospel,191
2775,answered,190
2776,intelligent,190
2777,practical,190
2778,represent,190
2779,albert,190
2780,stock,190
2781,dogs,190
2782,gear,190
2783,manuals,190
2784,newsletter,190
2785,hulman,190
2786,comics,190
2787,scoring,190
2788,multimedia,190
2789,baalke,190
2790,destruction,189
2791,orders,189
2792,union,189
2793,principles,189
2794,opening,189
2795,danger,189
2796,indeed,189
2797,quebec,189
2798,symptoms,189
2799,behanna,189
2800,wiring,189
2801,stored,189
2802,recommended,189
2803,ripem,189
2804,dyer,189
2805,alien,188
2806,indian,188
2807,accounts,188
2808,drink,188
2809,crazy,188
2810,offensive,188
2811,critical,188
2812,adding,188
2813,register,188
2814,depth,188
2815,components,188
2816,marketplace,188
2817,specs,188
2818,stafford,188
2819,lebanese,187
2820,proceeded,187
2821,exercise,187
2822,churches,187
2823,copyright,187
2824,atmosphere,187
2825,slower,187
2826,darkside,187
2827,destroy,186
2828,jump,186
2829,mathematics,186
2830,scientist,186
2831,ship,186
2832,characters,186
2833,resurrection,186
2834,platform,186
2835,widely,186
2836,fails,186
2837,sins,186
2838,tires,186
2839,hits,186
2840,shearson,186
2841,uwec,186
2842,verses,186
2843,senior,185
2844,planned,185
2845,seek,185
2846,tapes,185
2847,eddie,185
2848,gonna,185
2849,giants,185
2850,muenchen,185
2851,jackson,185
2852,strnlght,185
2853,being,184
2854,impression,184
2855,conversation,184
2856,numerous,184
2857,reverse,184
2858,cbfsb,184
2859,corner,184
2860,node,184
2861,modems,184
2862,kaldis,184
2863,bomb,183
2864,opened,183
2865,clinical,183
2866,intent,183
2867,owned,183
2868,describes,183
2869,treat,183
2870,mainly,183
2871,introduction,183
2872,gold,183
2873,headwall,183
2874,saturday,183
2875,grand,183
2876,spiritual,183
2877,significantly,183
2878,romans,183
2879,batman,183
2880,cellular,183
2881,beckman,183
2882,julian,182
2883,performed,182
2884,phrase,182
2885,karabakh,182
2886,chances,182
2887,bosnian,182
2888,passage,182
2889,minimum,182
2890,supporting,182
2891,negative,182
2892,reflect,182
2893,existed,182
2894,wear,182
2895,manufacturers,182
2896,affect,182
2897,speeds,182
2898,visualization,182
2899,algorithms,182
2900,islanders,182
2901,drag,181
2902,suit,181
2903,turning,181
2904,printed,181
2905,psychology,181
2906,miss,181
2907,favorite,181
2908,wonderful,181
2909,bonds,181
2910,waterloo,181
2911,uhura,181
2912,okcforum,181
2913,amherst,180
2914,dear,180
2915,traditional,180
2916,fund,180
2917,forth,180
2918,authors,180
2919,quit,180
2920,unto,180
2921,dealers,180
2922,cultural,179
2923,useless,179
2924,teaching,179
2925,formed,179
2926,bull,179
2927,assembly,179
2928,schedule,179
2929,factory,179
2930,rushdie,179
2931,interactive,179
2932,thanx,179
2933,accelerator,179
2934,screw,179
2935,ranch,179
2936,opposite,178
2937,warren,178
2938,printers,178
2939,tomorrow,177
2940,finish,177
2941,generated,177
2942,finger,177
2943,keeps,177
2944,eating,177
2945,offense,177
2946,iowa,177
2947,prayer,177
2948,detailed,177
2949,selected,177
2950,beach,177
2951,micro,177
2952,missions,177
2953,loop,177
2954,gerry,177
2955,lang,177
2956,firearm,177
2957,azerbaijani,176
2958,crowd,176
2959,constant,176
2960,minds,176
2961,chose,176
2962,cook,176
2963,married,176
2964,permission,176
2965,vehicles,176
2966,hydro,176
2967,contents,175
2968,nonsense,175
2969,fool,175
2970,spam,175
2971,surrender,175
2972,beings,175
2973,extreme,175
2974,sail,175
2975,joke,175
2976,economy,175
2977,task,175
2978,engin,175
2979,plays,175
2980,marketing,175
2981,dick,175
2982,jaeger,175
2983,utarlg,175
2984,handgun,175
2985,pure,174
2986,strip,174
2987,pete,174
2988,truck,174
2989,ariel,174
2990,amazing,174
2991,bears,174
2992,classic,174
2993,controls,174
2994,carolina,174
2995,blow,174
2996,spdcc,174
2997,silicon,174
2998,timothy,174
